,num_padres,eps,tau,n_sigmas,discreto,elitismo,ej,index,Mejor
150,3,0.001,0.2,True,False,True,2,1199,2.6293788468750604e-07
151,3,0.001,0.2,True,False,True,3,1199,2.809127061529002e-07
152,3,0.001,0.2,True,True,False,0,168,2.3020097316362915e-05
153,3,0.001,0.2,True,True,False,1,262,5.889993929109024e-05
154,3,0.001,0.2,True,True,False,2,187,6.28202918651854e-05
155,3,0.001,0.2,True,True,False,3,192,3.753901617384466e-05
156,3,0.001,0.2,True,True,True,0,1199,1.999669060253831e-07
157,3,0.001,0.2,True,True,True,1,1199,2.140846405574385e-07
158,3,0.001,0.2,True,True,True,2,1070,5.239960053551331e-07
159,3,0.001,0.2,True,True,True,3,1199,5.345372810152964e-07
160,3,0.001,0.3,False,False,False,0,584,1.8036133239719345e-05
161,3,0.001,0.3,False,False,False,1,332,2.657484746742465e-05
162,3,0.001,0.3,False,False,False,2,222,4.299047948762325e-05
163,3,0.001,0.3,False,False,False,3,444,4.178935016015982e-05
164,3,0.001,0.3,False,False,True,0,1199,1.063362575282164e-05
165,3,0.001,0.3,False,False,True,1,1199,2.3965449720107395e-06
166,3,0.001,0.3,False,False,True,2,1199,1.742344380372835e-06
167,3,0.001,0.3,False,False,True,3,1199,6.002705274392737e-06
168,3,0.001,0.3,False,True,False,0,208,3.98618893815871e-05
169,3,0.001,0.3,False,True,False,1,408,5.897906692769415e-05
170,3,0.001,0.3,False,True,False,2,245,3.453217841231427e-05
171,3,0.001,0.3,False,True,False,3,348,4.285978439118606e-06
172,3,0.001,0.3,False,True,True,0,1199,8.27176200514913e-06
173,3,0.001,0.3,False,True,True,1,1199,3.665966640776063e-06
174,3,0.001,0.3,False,True,True,2,1199,5.881377053734542e-07
175,3,0.001,0.3,False,True,True,3,1199,2.0040456202030496e-05
176,3,0.001,0.3,True,False,False,0,169,5.6280686889726686e-06
177,3,0.001,0.3,True,False,False,1,240,7.819363070036684e-05
178,3,0.001,0.3,True,False,False,2,167,3.38690171278716e-05
179,3,0.001,0.3,True,False,False,3,208,3.5522778866748545e-05
180,3,0.001,0.3,True,False,True,0,1199,3.377447765296706e-07
181,3,0.001,0.3,True,False,True,1,1199,1.5190525604149356e-07
182,3,0.001,0.3,True,False,True,2,1199,3.049115475990509e-07
183,3,0.001,0.3,True,False,True,3,1199,3.1309671108310574e-07
184,3,0.001,0.3,True,True,False,0,205,3.5070059750166906e-05
185,3,0.001,0.3,True,True,False,1,238,3.320635938357372e-05
186,3,0.001,0.3,True,True,False,2,209,3.905361110730509e-05
187,3,0.001,0.3,True,True,False,3,212,7.085783886751041e-05
188,3,0.001,0.3,True,True,True,0,1199,3.0453656051931655e-07
189,3,0.001,0.3,True,True,True,1,1199,7.259958701011135e-08
190,3,0.001,0.3,True,True,True,2,1199,3.294152660892881e-07
191,3,0.001,0.3,True,True,True,3,1199,5.075849070263703e-07
192,3,0.001,0.4,False,False,False,0,892,0.0001081151871176
193,3,0.001,0.4,False,False,False,1,281,8.025949943287862e-05
194,3,0.001,0.4,False,False,False,2,722,0.0001070444572515
195,3,0.001,0.4,False,False,False,3,501,3.078456164594109e-05
196,3,0.001,0.4,False,False,True,0,1140,8.144486168209816e-06
197,3,0.001,0.4,False,False,True,1,1199,1.060703534260375e-05
198,3,0.001,0.4,False,False,True,2,1199,9.9597789014585e-06
199,3,0.001,0.4,False,False,True,3,1199,1.1826699926532348e-05
200,3,0.001,0.4,False,True,False,0,212,5.073874226015941e-05
201,3,0.001,0.4,False,True,False,1,269,1.132589130387662e-05
202,3,0.001,0.4,False,True,False,2,528,2.68073322941198e-05
203,3,0.001,0.4,False,True,False,3,237,1.300628819864715e-05
204,3,0.001,0.4,False,True,True,0,1199,3.925761065383445e-06
205,3,0.001,0.4,False,True,True,1,1199,8.006074454273595e-07
206,3,0.001,0.4,False,True,True,2,1199,6.035588438323391e-06
207,3,0.001,0.4,False,True,True,3,1199,7.47238600664331e-07
208,3,0.001,0.4,True,False,False,0,276,1.772964547125234e-05
209,3,0.001,0.4,True,False,False,1,177,1.300575134415525e-05
210,3,0.001,0.4,True,False,False,2,274,4.099035790054081e-05
211,3,0.001,0.4,True,False,False,3,230,7.317435790939738e-05
212,3,0.001,0.4,True,False,True,0,1016,1.91171943852052e-07
213,3,0.001,0.4,True,False,True,1,1199,6.787646282426229e-07
214,3,0.001,0.4,True,False,True,2,1199,7.772061967407114e-07
215,3,0.001,0.4,True,False,True,3,1199,2.2528151973634755e-07
216,3,0.001,0.4,True,True,False,0,437,4.777160247651903e-05
217,3,0.001,0.4,True,True,False,1,220,5.446803525468981e-05
218,3,0.001,0.4,True,True,False,2,293,6.696131397351639e-05
219,3,0.001,0.4,True,True,False,3,235,0.0001144083713072
220,3,0.001,0.4,True,True,True,0,1199,1.7675792665159036e-07
221,3,0.001,0.4,True,True,True,1,1199,3.088572053213572e-07
222,3,0.001,0.4,True,True,True,2,1199,4.921615235525464e-07
223,3,0.001,0.4,True,True,True,3,1199,5.543400764976755e-07
224,3,0.001,0.5,False,False,False,0,571,2.885817973250116e-05
225,3,0.001,0.5,False,False,False,1,762,0.0001451171062997
226,3,0.001,0.5,False,False,False,2,152,5.252245277908975e-05
227,3,0.001,0.5,False,False,False,3,467,9.965286734637212e-05
228,3,0.001,0.5,False,False,True,0,1199,3.2401206323616577e-06
229,3,0.001,0.5,False,False,True,1,1199,1.5415225897168945e-05
230,3,0.001,0.5,False,False,True,2,1199,1.1524462586419845e-05
231,3,0.001,0.5,False,False,True,3,1199,1.829585072702936e-06
232,3,0.001,0.5,False,True,False,0,178,2.254371450836873e-05
233,3,0.001,0.5,False,True,False,1,183,4.323919091062033e-05
234,3,0.001,0.5,False,True,False,2,156,1.9015463944865005e-05
235,3,0.001,0.5,False,True,False,3,196,2.911718739791021e-05
236,3,0.001,0.5,False,True,True,0,1199,7.19757850934725e-06
237,3,0.001,0.5,False,True,True,1,1199,1.1153044005535411e-05
238,3,0.001,0.5,False,True,True,2,1199,1.233004532619538e-06
239,3,0.001,0.5,False,True,True,3,1192,7.572753123410198e-07
240,3,0.001,0.5,True,False,False,0,165,8.247906109278485e-05
241,3,0.001,0.5,True,False,False,1,163,3.529701763977623e-05
242,3,0.001,0.5,True,False,False,2,168,3.1832595471496835e-05
243,3,0.001,0.5,True,False,False,3,190,4.508432508392459e-05
244,3,0.001,0.5,True,False,True,0,1199,6.755267738239236e-07
245,3,0.001,0.5,True,False,True,1,1199,1.4976941584607436e-07
246,3,0.001,0.5,True,False,True,2,1068,6.31972597013972e-07
247,3,0.001,0.5,True,False,True,3,1199,2.075759355463861e-07
248,3,0.001,0.5,True,True,False,0,245,6.691383993445524e-05
249,3,0.001,0.5,True,True,False,1,240,7.777895125843812e-05
250,3,0.001,0.5,True,True,False,2,314,4.200368127589611e-05
251,3,0.001,0.5,True,True,False,3,295,0.0001495568588702
252,3,0.001,0.5,True,True,True,0,817,1.118549256562475e-06
253,3,0.001,0.5,True,True,True,1,1199,6.940176829758575e-07
254,3,0.001,0.5,True,True,True,2,1199,9.220036067087744e-07
255,3,0.001,0.5,True,True,True,3,1199,5.146897569205559e-07
256,3,1e-05,0.2,False,False,False,0,498,9.731192191222656e-05
257,3,1e-05,0.2,False,False,False,1,703,0.0001345899618744
258,3,1e-05,0.2,False,False,False,2,354,8.342296023482176e-06
259,3,1e-05,0.2,False,False,False,3,386,8.34949862991755e-06
260,3,1e-05,0.2,False,False,True,0,1199,2.98560797055678e-05
261,3,1e-05,0.2,False,False,True,1,1199,2.4318248685076777e-05
262,3,1e-05,0.2,False,False,True,2,1199,1.867741768402318e-05
263,3,1e-05,0.2,False,False,True,3,1199,2.091380297132512e-05
264,3,1e-05,0.2,False,True,False,0,330,1.7876645581597883e-06
265,3,1e-05,0.2,False,True,False,1,1199,4.621346104058748e-05
266,3,1e-05,0.2,False,True,False,2,234,1.3087240866615853e-05
267,3,1e-05,0.2,False,True,False,3,755,2.4240993269594312e-05
268,3,1e-05,0.2,False,True,True,0,1199,0.0001532588025843
269,3,1e-05,0.2,False,True,True,1,1199,3.461174125103091e-05
270,3,1e-05,0.2,False,True,True,2,1199,3.4031151159659523e-05
271,3,1e-05,0.2,False,True,True,3,1199,0.0001126648048403
272,3,1e-05,0.2,True,False,False,0,233,1.294222900161688e-07
273,3,1e-05,0.2,True,False,False,1,168,4.314094942609066e-07
274,3,1e-05,0.2,True,False,False,2,179,8.807798401256002e-07
275,3,1e-05,0.2,True,False,False,3,173,2.624907678661055e-07
276,3,1e-05,0.2,True,False,True,0,1199,1.8521288712902535e-09
277,3,1e-05,0.2,True,False,True,1,1199,4.910032303213193e-09
278,3,1e-05,0.2,True,False,True,2,1199,6.0863132613734725e-09
279,3,1e-05,0.2,True,False,True,3,1199,2.33000427591764e-09
280,3,1e-05,0.2,True,True,False,0,358,3.3158417598210586e-07
281,3,1e-05,0.2,True,True,False,1,185,5.567901632494802e-07
282,3,1e-05,0.2,True,True,False,2,227,1.016148957725761e-07
283,3,1e-05,0.2,True,True,False,3,168,4.498140819921768e-07
284,3,1e-05,0.2,True,True,True,0,1199,8.555463359990437e-09
285,3,1e-05,0.2,True,True,True,1,1199,3.133627897270045e-09
286,3,1e-05,0.2,True,True,True,2,1199,1.559819492480702e-09
287,3,1e-05,0.2,True,True,True,3,1199,3.128899949814691e-09
288,3,1e-05,0.3,False,False,False,0,685,5.875286759651152e-05
289,3,1e-05,0.3,False,False,False,1,245,4.459760692134783e-05
290,3,1e-05,0.3,False,False,False,2,256,0.0001374543717447
291,3,1e-05,0.3,False,False,False,3,1199,1.0675005914262476e-05
292,3,1e-05,0.3,False,False,True,0,1199,1.4903041367862805e-06
293,3,1e-05,0.3,False,False,True,1,1199,1.0029261272935968e-05
294,3,1e-05,0.3,False,False,True,2,1199,1.1205646475802712e-05
295,3,1e-05,0.3,False,False,True,3,1199,2.8870138074630296e-06
296,3,1e-05,0.3,False,True,False,0,264,3.929453018703032e-07
297,3,1e-05,0.3,False,True,False,1,192,6.794616806155644e-07
298,3,1e-05,0.3,False,True,False,2,449,1.0550454304748023e-06
299,3,1e-05,0.3,False,True,False,3,546,2.181122606285791e-05
300,3,1e-05,0.3,False,True,True,0,1199,8.835505940373768e-06
301,3,1e-05,0.3,False,True,True,1,1199,3.264870139388462e-05
302,3,1e-05,0.3,False,True,True,2,1199,2.5830050356211863e-06
303,3,1e-05,0.3,False,True,True,3,1199,4.852242551305273e-05
304,3,1e-05,0.3,True,False,False,0,154,4.2202108223380097e-07
305,3,1e-05,0.3,True,False,False,1,241,4.3171014663200373e-07
306,3,1e-05,0.3,True,False,False,2,140,2.252623300122343e-07
307,3,1e-05,0.3,True,False,False,3,237,5.265682938783792e-07
308,3,1e-05,0.3,True,False,True,0,1199,1.9540971753169e-09
309,3,1e-05,0.3,True,False,True,1,1199,2.969381517607785e-09
310,3,1e-05,0.3,True,False,True,2,1199,2.1718774247238012e-09
311,3,1e-05,0.3,True,False,True,3,1199,2.6541466276149e-09
312,3,1e-05,0.3,True,True,False,0,189,1.3898563000286213e-07
313,3,1e-05,0.3,True,True,False,1,225,7.42447583298195e-08
314,3,1e-05,0.3,True,True,False,2,481,4.252934034458565e-07
315,3,1e-05,0.3,True,True,False,3,224,4.38820487123184e-08
316,3,1e-05,0.3,True,True,True,0,1199,1.4841085078338468e-09
317,3,1e-05,0.3,True,True,True,1,1199,6.6002301746953665e-09
318,3,1e-05,0.3,True,True,True,2,1199,1.5084605553544941e-09
319,3,1e-05,0.3,True,True,True,3,1199,7.609180840011512e-09
320,3,1e-05,0.4,False,False,False,0,486,4.4610101130740685e-05
321,3,1e-05,0.4,False,False,False,1,1193,4.597784768323978e-05
322,3,1e-05,0.4,False,False,False,2,1199,0.000238527942765
323,3,1e-05,0.4,False,False,False,3,260,2.514376259120174e-05
324,3,1e-05,0.4,False,False,True,0,1199,2.7010182817974308e-05
325,3,1e-05,0.4,False,False,True,1,1199,2.5898514231620124e-05
326,3,1e-05,0.4,False,False,True,2,1199,9.455855752346851e-06
327,3,1e-05,0.4,False,False,True,3,1199,3.264621973263607e-05
328,3,1e-05,0.4,False,True,False,0,415,1.9448567755557025e-06
329,3,1e-05,0.4,False,True,False,1,1008,5.810103017210791e-06
330,3,1e-05,0.4,False,True,False,2,322,6.105024242881385e-06
331,3,1e-05,0.4,False,True,False,3,154,2.796409776661309e-06
332,3,1e-05,0.4,False,True,True,0,1199,2.6422855366907784e-06
333,3,1e-05,0.4,False,True,True,1,1199,1.302001437355248e-05
334,3,1e-05,0.4,False,True,True,2,1199,4.4213250087651046e-05
335,3,1e-05,0.4,False,True,True,3,1199,1.8155812871243417e-06
336,3,1e-05,0.4,True,False,False,0,140,5.1307416557764e-07
337,3,1e-05,0.4,True,False,False,1,160,2.6667152081895105e-07
338,3,1e-05,0.4,True,False,False,2,127,9.052778552368556e-07
339,3,1e-05,0.4,True,False,False,3,313,2.4148967687237825e-07
340,3,1e-05,0.4,True,False,True,0,1199,8.130059887590814e-10
341,3,1e-05,0.4,True,False,True,1,1199,2.3200356253845038e-09
342,3,1e-05,0.4,True,False,True,2,1199,3.947069987616104e-10
343,3,1e-05,0.4,True,False,True,3,1162,3.9521169759024616e-09
344,3,1e-05,0.4,True,True,False,0,190,6.997422561483359e-07
345,3,1e-05,0.4,True,True,False,1,188,2.2616036352307882e-07
346,3,1e-05,0.4,True,True,False,2,204,1.787788830369929e-07
347,3,1e-05,0.4,True,True,False,3,468,4.23241328388737e-07
348,3,1e-05,0.4,True,True,True,0,1199,1.943266713411073e-09
349,3,1e-05,0.4,True,True,True,1,1190,2.594269476613312e-09
350,3,1e-05,0.4,True,True,True,2,1199,7.1850294742161895e-09
351,3,1e-05,0.4,True,True,True,3,1199,3.246252762920122e-09
352,3,1e-05,0.5,False,False,False,0,491,6.238385639053187e-05
353,3,1e-05,0.5,False,False,False,1,1199,3.5745801504390246e-05
354,3,1e-05,0.5,False,False,False,2,150,0.0001097661379696
355,3,1e-05,0.5,False,False,False,3,1199,0.0001168048962839
356,3,1e-05,0.5,False,False,True,0,1199,9.599717684685904e-06
357,3,1e-05,0.5,False,False,True,1,1199,4.46788162455448e-05
358,3,1e-05,0.5,False,False,True,2,1199,5.637370698477491e-06
359,3,1e-05,0.5,False,False,True,3,1199,0.0001402530395133
360,3,1e-05,0.5,False,True,False,0,562,5.111162534845072e-06
361,3,1e-05,0.5,False,True,False,1,153,1.7489459982722875e-06
362,3,1e-05,0.5,False,True,False,2,179,1.1499147332444726e-05
363,3,1e-05,0.5,False,True,False,3,1199,7.139565164624877e-05
364,3,1e-05,0.5,False,True,True,0,1199,4.929014601117984e-07
365,3,1e-05,0.5,False,True,True,1,1199,1.5378692867333027e-05
366,3,1e-05,0.5,False,True,True,2,1199,2.5184944848073694e-05
367,3,1e-05,0.5,False,True,True,3,1199,0.0001991918843646
368,3,1e-05,0.5,True,False,False,0,153,4.018823515232205e-07
369,3,1e-05,0.5,True,False,False,1,178,7.627495270585978e-07
370,3,1e-05,0.5,True,False,False,2,138,7.002862826644517e-07
371,3,1e-05,0.5,True,False,False,3,197,1.2396526526974736e-06
372,3,1e-05,0.5,True,False,True,0,1121,3.99273447803039e-09
373,3,1e-05,0.5,True,False,True,1,1199,1.246230148509464e-09
374,3,1e-05,0.5,True,False,True,2,1199,1.9045046126591084e-09
375,3,1e-05,0.5,True,False,True,3,1095,2.2520419582346788e-09
376,3,1e-05,0.5,True,True,False,0,212,1.0195579293874704e-07
377,3,1e-05,0.5,True,True,False,1,217,1.410434447093008e-07
378,3,1e-05,0.5,True,True,False,2,187,2.546319133678026e-07
379,3,1e-05,0.5,True,True,False,3,152,6.321962210184215e-07
380,3,1e-05,0.5,True,True,True,0,1199,2.704124110794614e-09
381,3,1e-05,0.5,True,True,True,1,1199,1.5794438912595233e-08
382,3,1e-05,0.5,True,True,True,2,1199,9.008311791929504e-09
383,3,1e-05,0.5,True,True,True,3,1199,3.705166065939849e-09
384,6,0.0001,0.2,False,False,False,0,381,9.895087602302492e-06
385,6,0.0001,0.2,False,False,False,1,689,2.594366997637001e-05
386,6,0.0001,0.2,False,False,False,2,587,0.00010202113598
387,6,0.0001,0.2,False,False,False,3,406,5.666479082342004e-06
388,6,0.0001,0.2,False,False,True,0,1199,4.01120553993102e-05
389,6,0.0001,0.2,False,False,True,1,1199,1.4702353350592666e-05
390,6,0.0001,0.2,False,False,True,2,1199,8.714664510074403e-06
391,6,0.0001,0.2,False,False,True,3,1199,4.2821450486541085e-05
392,6,0.0001,0.2,False,True,False,0,221,7.294476861509563e-06
393,6,0.0001,0.2,False,True,False,1,714,2.026300517028632e-05
394,6,0.0001,0.2,False,True,False,2,153,2.8328582449446577e-05
395,6,0.0001,0.2,False,True,False,3,186,2.959326986089933e-05
396,6,0.0001,0.2,False,True,True,0,1199,3.952432468469679e-06
397,6,0.0001,0.2,False,True,True,1,1199,2.347999367142508e-07
398,6,0.0001,0.2,False,True,True,2,1199,2.089571849168457e-06
399,6,0.0001,0.2,False,True,True,3,1199,2.0515030432443185e-07
400,6,0.0001,0.2,True,False,False,0,273,2.4848685223821983e-06
401,6,0.0001,0.2,True,False,False,1,244,2.680210859170313e-06
402,6,0.0001,0.2,True,False,False,2,167,4.752543146703961e-06
